"Issue Type","Resumen","Description","Epic Name","Epic Link","Assignee","Priority","Story Points","Labels","Status","Epic Status Proyecto","Acceptance Criteria","HU Codigo"
"Story","HU_069 - Eliminar producto (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion de Productos","Jhonnier Hernandez","Medium","","compras,productos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_069"
"Story","HU_070 - Registrar producto (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion de Productos","Santiago Sanchez Jalvin","Medium","","compras,productos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_070"
"Story","HU_071 - Listar productos (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion de Productos","Juan Manuel Rendon","Medium","","compras,productos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_071"
"Story","HU_072 - Buscar producto (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion de Productos","Pedro Alejandro Correa","Medium","","compras,productos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_072"
"Story","HU_073 - Ver detalle producto (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion de Productos","Jhonnier Hernandez","Medium","","compras,productos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_073"
"Story","HU_074 - Actualizar producto (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion de Productos","Santiago Sanchez Jalvin","Medium","","compras,productos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_074"
"Story","HU_075 - Cambiar estado producto (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion de Productos","Juan Manuel Rendon","Medium","","compras,productos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_075"
"Story","HU_076 - Eliminar producto (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion de Productos","Pedro Alejandro Correa","Medium","","compras,productos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_076"
"Story","HU_077 - Registrar categoria (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion Categoria de Productos","Jhonnier Hernandez","Medium","","compras,categorias,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_077"
"Story","HU_078 - Listar categorias (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion Categoria de Productos","Santiago Sanchez Jalvin","Medium","","compras,categorias,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_078"
"Story","HU_079 - Buscar categoria (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion Categoria de Productos","Juan Manuel Rendon","Medium","","compras,categorias,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_079"
"Story","HU_080 - Ver detalle categoria (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion Categoria de Productos","Pedro Alejandro Correa","Medium","","compras,categorias,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_080"
"Story","HU_081 - Actualizar categoria (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion Categoria de Productos","Jhonnier Hernandez","Medium","","compras,categorias,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_081"
"Story","HU_082 - Cambiar estado categoria (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion Categoria de Productos","Santiago Sanchez Jalvin","Medium","","compras,categorias,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_082"
"Story","HU_083 - Eliminar categoria (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion Categoria de Productos","Juan Manuel Rendon","Medium","","compras,categorias,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_083"
"Story","HU_084 - Registrar categoria (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion Categoria de Productos","Pedro Alejandro Correa","Medium","","compras,categorias,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_084"
"Story","HU_085 - Listar categorias (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion Categoria de Productos","Jhonnier Hernandez","Medium","","compras,categorias,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_085"
"Story","HU_086 - Buscar categoria (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion Categoria de Productos","Santiago Sanchez Jalvin","Medium","","compras,categorias,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_086"
"Story","HU_087 - Ver detalle categoria (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion Categoria de Productos","Juan Manuel Rendon","Medium","","compras,categorias,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_087"
"Story","HU_088 - Actualizar categoria (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion Categoria de Productos","Pedro Alejandro Correa","Medium","","compras,categorias,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_088"
"Story","HU_089 - Cambiar estado categoria (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion Categoria de Productos","Jhonnier Hernandez","Medium","","compras,categorias,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_089"
"Story","HU_090 - Eliminar categoria (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Compras - Gestion Categoria de Productos","Santiago Sanchez Jalvin","Medium","","compras,categorias,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_090"
"Story","HU_091 - Listar entrega insumos (productor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Entrega de Insumos","Juan Manuel Rendon","Medium","","produccion,insumos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_091"
"Story","HU_092 - Buscar entrega insumos (productor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Entrega de Insumos","Pedro Alejandro Correa","Medium","","produccion,insumos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_092"
"Story","HU_093 - Ver detalle entrega insumos (productor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Entrega de Insumos","Jhonnier Hernandez","Medium","","produccion,insumos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_093"
"Story","HU_094 - Registrar entrega insumos (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Entrega de Insumos","Santiago Sanchez Jalvin","Medium","","produccion,insumos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_094"
"Story","HU_095 - Listar entrega insumos (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Entrega de Insumos","Juan Manuel Rendon","Medium","","produccion,insumos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_095"
"Story","HU_096 - Buscar entrega insumos (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Entrega de Insumos","Pedro Alejandro Correa","Medium","","produccion,insumos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_096"
"Story","HU_097 - Ver detalle entrega insumos (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Entrega de Insumos","Jhonnier Hernandez","Medium","","produccion,insumos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_097"
"Story","HU_098 - Generar PDF entrega insumos (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Entrega de Insumos","Santiago Sanchez Jalvin","Medium","","produccion,insumos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_098"
"Story","HU_099 - Anular entrega insumos (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Entrega de Insumos","Juan Manuel Rendon","Medium","","produccion,insumos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_099"
"Story","HU_100 - Registrar entrega insumos (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Entrega de Insumos","Pedro Alejandro Correa","Medium","","produccion,insumos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_100"
"Story","HU_101 - Listar entrega insumos (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Entrega de Insumos","Jhonnier Hernandez","Medium","","produccion,insumos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_101"
"Story","HU_102 - Buscar entrega insumos (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Entrega de Insumos","Santiago Sanchez Jalvin","Medium","","produccion,insumos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_102"
"Story","HU_103 - Ver detalle entrega insumos (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Entrega de Insumos","Juan Manuel Rendon","Medium","","produccion,insumos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_103"
"Story","HU_104 - Generar PDF entrega insumos (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Entrega de Insumos","Pedro Alejandro Correa","Medium","","produccion,insumos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_104"
"Story","HU_105 - Anular entrega insumos (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Entrega de Insumos","Jhonnier Hernandez","Medium","","produccion,insumos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_105"
"Story","HU_106 - Listar produccion (productor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Santiago Sanchez Jalvin","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_106"
"Story","HU_107 - Buscar produccion (productor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Juan Manuel Rendon","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_107"
"Story","HU_108 - Ver detalle produccion (productor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Pedro Alejandro Correa","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_108"
"Story","HU_109 - Cancelar produccion (productor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Jhonnier Hernandez","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_109"
"Story","HU_110 - Listar produccion (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Santiago Sanchez Jalvin","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_110"
"Story","HU_111 - Buscar produccion (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Juan Manuel Rendon","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_111"
"Story","HU_112 - Ver detalle produccion (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Pedro Alejandro Correa","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_112"
"Story","HU_113 - Actualizar produccion (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Jhonnier Hernandez","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_113"
"Story","HU_114 - Generar PDF produccion (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Santiago Sanchez Jalvin","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_114"
"Story","HU_115 - Cambiar estado produccion (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Juan Manuel Rendon","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_115"
"Story","HU_116 - Cancelar produccion (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Pedro Alejandro Correa","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_116"
"Story","HU_117 - Registrar produccion (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Jhonnier Hernandez","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_117"
"Story","HU_118 - Listar produccion (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Santiago Sanchez Jalvin","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_118"
"Story","HU_119 - Buscar produccion (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Juan Manuel Rendon","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_119"
"Story","HU_120 - Ver detalle produccion (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Pedro Alejandro Correa","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_120"
"Story","HU_121 - Actualizar produccion (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Jhonnier Hernandez","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_121"
"Story","HU_122 - Generar PDF produccion (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Santiago Sanchez Jalvin","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_122"
"Story","HU_123 - Cambiar estado produccion (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Juan Manuel Rendon","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_123"
"Story","HU_124 - Cancelar produccion (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Pedro Alejandro Correa","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_124"
"Story","HU_125 - Registrar produccion (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Produccion - Gestion de Produccion","Jhonnier Hernandez","Medium","","produccion,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_125"
"Story","HU_126 - Registrar cliente (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Clientes","Santiago Sanchez Jalvin","Medium","","ventas,clientes,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_126"
"Story","HU_127 - Listar clientes (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Clientes","Juan Manuel Rendon","Medium","","ventas,clientes,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_127"
"Story","HU_128 - Buscar clientes (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Clientes","Pedro Alejandro Correa","Medium","","ventas,clientes,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_128"
"Story","HU_129 - Ver detalle cliente (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Clientes","Jhonnier Hernandez","Medium","","ventas,clientes,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_129"
"Story","HU_130 - Actualizar cliente (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Clientes","Santiago Sanchez Jalvin","Medium","","ventas,clientes,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_130"
"Story","HU_131 - Cambiar estado cliente (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Clientes","Juan Manuel Rendon","Medium","","ventas,clientes,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_131"
"Story","HU_132 - Eliminar cliente (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Clientes","Pedro Alejandro Correa","Medium","","ventas,clientes,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_132"
"Story","HU_133 - Registrar cliente (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Clientes","Jhonnier Hernandez","Medium","","ventas,clientes,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_133"
"Story","HU_134 - Listar clientes (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Clientes","Santiago Sanchez Jalvin","Medium","","ventas,clientes,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_134"
"Story","HU_135 - Buscar clientes (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Clientes","Juan Manuel Rendon","Medium","","ventas,clientes,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_135"
"Story","HU_136 - Ver detalle cliente (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Clientes","Pedro Alejandro Correa","Medium","","ventas,clientes,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_136"
"Story","HU_137 - Actualizar cliente (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Clientes","Jhonnier Hernandez","Medium","","ventas,clientes,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_137"
"Story","HU_138 - Cambiar estado cliente (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Clientes","Santiago Sanchez Jalvin","Medium","","ventas,clientes,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_138"
"Story","HU_139 - Eliminar cliente (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Clientes","Juan Manuel Rendon","Medium","","ventas,clientes,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_139"
"Story","HU_140 - Registro autoservicio cliente","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Clientes","Pedro Alejandro Correa","Medium","","ventas,clientes,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_140"
"Story","HU_141 - Ver perfil cliente","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Clientes","Jhonnier Hernandez","Medium","","ventas,clientes,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_141"
"Story","HU_142 - Actualizar perfil cliente","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Clientes","Santiago Sanchez Jalvin","Medium","","ventas,clientes,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_142"
"Story","HU_143 - Registrar venta (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Juan Manuel Rendon","Medium","","ventas,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_143"
"Story","HU_144 - Listar ventas (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Pedro Alejandro Correa","Medium","","ventas,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_144"
"Story","HU_145 - Buscar ventas (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Jhonnier Hernandez","Medium","","ventas,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_145"
"Story","HU_146 - Ver detalle venta (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Santiago Sanchez Jalvin","Medium","","ventas,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_146"
"Story","HU_147 - Ver PDF venta (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Juan Manuel Rendon","Medium","","ventas,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_147"
"Story","HU_148 - Anular venta (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Pedro Alejandro Correa","Medium","","ventas,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_148"
"Story","HU_149 - Agregar producto venta (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Jhonnier Hernandez","Medium","","ventas,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_149"
"Story","HU_150 - Eliminar producto venta (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Santiago Sanchez Jalvin","Medium","","ventas,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_150"
"Story","HU_151 - Registrar venta (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Juan Manuel Rendon","Medium","","ventas,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_151"
